,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,age,gender,polAffil,polAlign_1,educ,langother,englishprof,Q1_1,Q2_1,Q4_1,Q5_1,Q1_2_D_3,Q1_2_D_4,Q1_2_R_3,Q1_2_R_4,Q2_2_D_1,Q2_2_D_2,Q2_2_R_1,Q2_2_R_2,Q4_2_D_1,Q4_2_D_2,Q4_2_R_1,Q4_2_R_2,Q5_2_D_1,Q5_2_D_2,Q5_2_R_1,Q5_2_R_2,Q1_D_midpoint,Q1_R_midpoint,Q1_midpoint,Q2_D_midpoint,Q2_R_midpoint,Q2_midpoint,Q4_D_midpoint,Q4_R_midpoint,Q4_midpoint,Q5_D_midpoint,Q5_R_midpoint,Q5_midpoint
98,2022-09-20 05:32:42,2022-09-20 05:36:07,IP Address,100,204,True,2022-09-20 05:36:07,R_3kzTTHd0kSiMisd,anonymous,EN,"I consent, begin the study.",35.0,Female,Democrat,0.0,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),No,Very well,0.0,0.0,1.0,1.0,0.0,0.07,1.0,1.0,0.0,0.11,0.77,1.0,1.0,1.0,0.0,0.12,1.0,1.0,1.0,1.0,0.035,1.0,0.5175,0.055,0.885,0.47,1.0,0.06,0.53,1.0,1.0,1.0
99,2022-09-20 05:29:22,2022-09-20 05:36:12,IP Address,100,409,True,2022-09-20 05:36:12,R_0jQi2580gzSyPMB,anonymous,EN,"I consent, begin the study.",33.0,Female,Democrat,1.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.0,0.0,1.0,0.86,0.0,0.4,0.92,1.0,0.0,0.42,0.77,1.0,0.8,1.0,0.0,1.0,0.25,1.0,0.0,0.55,0.2,0.96,0.58,0.21,0.885,0.5475,0.9,0.5,0.7,0.625,0.275,0.45
100,2022-09-20 05:30:42,2022-09-20 05:36:54,IP Address,100,371,True,2022-09-20 05:36:54,R_CdholwKaYVAfeDL,anonymous,EN,"I consent, begin the study.",60.0,Female,Democrat,1.0,"Doctorate degree (For example: PhD, EdD)",No,Very well,0.77,0.02,0.97,0.0,0.73,0.84,0.22,0.5,0.07,0.48,0.41,0.94,0.49,0.65,0.25,0.42,0.51,0.78,0.35,0.72,0.7849999999999999,0.36,0.5725,0.275,0.6749999999999999,0.475,0.5700000000000001,0.3349999999999999,0.4525,0.645,0.5349999999999999,0.59
101,2022-09-20 05:06:23,2022-09-20 05:38:56,IP Address,100,1952,True,2022-09-20 05:38:56,R_2zIaHdi6nWJ0YDy,anonymous,EN,"I consent, begin the study.",33.0,Male,Democrat,1.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Yes,Very well,0.55,0.56,0.62,0.58,0.24,0.5,0.57,0.91,0.04,0.45,0.76,0.91,0.17,0.43,0.63,0.84,0.18,0.37,0.59,0.83,0.37,0.74,0.5549999999999999,0.245,0.835,0.54,0.3,0.735,0.5175,0.275,0.71,0.4925
102,2022-09-20 05:31:12,2022-09-20 05:39:05,IP Address,100,473,True,2022-09-20 05:39:06,R_2ZDYJdTqBmNHVtd,anonymous,EN,"I consent, begin the study.",32.0,Female,Democrat,2.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Yes,Very well,0.56,0.12,0.9,0.23,0.63,0.84,0.39,0.59,0.27,0.47,0.71,0.92,0.55,0.79,0.28,0.59,0.42,0.61,0.34,0.57,0.735,0.49,0.6125,0.37,0.815,0.5925,0.67,0.435,0.5525,0.515,0.4549999999999999,0.485
103,2022-09-20 05:32:18,2022-09-20 05:39:58,IP Address,100,459,True,2022-09-20 05:39:58,R_3Mfhf3P9CbimhaR,anonymous,EN,"I consent, begin the study.",45.0,Female,Democrat,1.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.24,0.46,1.0,0.64,0.0,0.53,0.43,1.0,0.2,0.62,0.62,1.0,0.61,1.0,0.12,0.55,0.75,1.0,0.29,0.62,0.265,0.715,0.49,0.41,0.81,0.6100000000000001,0.8049999999999999,0.335,0.57,0.875,0.4549999999999999,0.665
104,2022-09-20 05:35:11,2022-09-20 05:40:26,IP Address,100,314,True,2022-09-20 05:40:26,R_1KdukQWTVd7Htz1,anonymous,EN,"I consent, begin the study.",31.0,Male,Democrat,1.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,1.0,1.0,1.0,1.0,0.08,0.3,0.65,1.0,0.14,0.42,0.65,0.92,0.7,1.0,0.0,0.37,0.84,1.0,0.42,0.61,0.19,0.825,0.5075,0.28,0.785,0.5325,0.85,0.185,0.5175,0.92,0.515,0.7175
105,2022-09-20 05:33:50,2022-09-20 05:40:47,IP Address,100,417,True,2022-09-20 05:40:47,R_3R8JMl2sCFcZXTb,anonymous,EN,"I consent, begin the study.",31.0,Male,Democrat,3.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.0,0.0,0.03,0.6,0.19,0.4,0.65,0.84,0.11,0.29,0.66,0.9,0.51,0.67,0.28,0.43,0.57,0.68,0.3,0.45,0.295,0.745,0.52,0.1999999999999999,0.78,0.49,0.5900000000000001,0.355,0.4725,0.625,0.375,0.5
106,2022-09-20 05:34:02,2022-09-20 05:42:50,IP Address,100,528,True,2022-09-20 05:42:51,R_2xLPXvXmXbldUcn,anonymous,EN,"I consent, begin the study.",58.0,Female,Democrat,1.0,Associate degree in college - Academic program,No,Very well,1.0,1.0,1.0,0.98,0.11,0.33,0.64,0.97,0.89,0.98,0.01,0.13,0.75,0.97,0.1,0.33,0.37,0.45,0.57,0.67,0.22,0.8049999999999999,0.5125,0.935,0.07,0.5025000000000001,0.86,0.215,0.5375,0.41,0.62,0.515
107,2022-09-20 05:39:46,2022-09-20 05:44:58,IP Address,100,311,True,2022-09-20 05:44:58,R_1opw6KX4sU1sZmy,anonymous,EN,"I consent, begin the study.",38.0,Female,Democrat,3.0,Associate degree in college - Occupational/vocational program,No,Very well,0.77,0.63,0.06,0.43,0.01,0.04,0.95,1.0,0.01,0.06,0.96,1.0,0.99,1.0,0.02,0.07,0.94,1.0,0.04,0.09,0.025,0.975,0.5,0.0349999999999999,0.98,0.5075,0.995,0.045,0.52,0.97,0.065,0.5175
108,2022-09-20 05:37:43,2022-09-20 05:45:11,IP Address,100,447,True,2022-09-20 05:45:11,R_3iUAzFiMuxu9CDJ,anonymous,EN,"I consent, begin the study.",33.0,Female,Democrat,0.0,Associate degree in college - Occupational/vocational program,No,Very well,0.0,0.85,0.0,1.0,0.14,0.48,0.65,0.91,0.83,1.0,0.77,0.92,0.06,0.2,0.25,0.41,0.86,1.0,0.85,1.0,0.31,0.78,0.545,0.915,0.845,0.88,0.13,0.3299999999999999,0.2299999999999999,0.93,0.925,0.9275
109,2022-09-20 05:39:19,2022-09-20 05:46:06,IP Address,100,406,True,2022-09-20 05:46:06,R_3GexSaVmwgxPwet,anonymous,EN,"I consent, begin the study.",30.0,Female,Democrat,0.0,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),No,Very well,1.0,0.75,1.0,0.75,0.85,1.0,0.0,0.25,0.76,1.0,0.0,0.22,0.0,0.25,0.75,1.0,0.51,0.75,0.05,0.23,0.925,0.125,0.525,0.88,0.11,0.495,0.125,0.875,0.5,0.63,0.14,0.385
110,2022-09-20 05:42:00,2022-09-20 05:47:05,IP Address,100,305,True,2022-09-20 05:47:05,R_2q7MysLSz5PHkqD,anonymous,EN,"I consent, begin the study.",61.0,Female,Democrat,5.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,0.0,0.12,1.0,0.51,0.07,0.12,0.81,0.97,0.2,0.51,0.12,0.93,0.09,0.97,0.05,0.12,0.14,0.99,0.07,0.14,0.095,0.89,0.4925,0.355,0.525,0.44,0.53,0.0849999999999999,0.3075,0.565,0.105,0.3349999999999999
111,2022-09-20 05:43:35,2022-09-20 05:48:28,IP Address,100,293,True,2022-09-20 05:48:29,R_2xQsKFJWDma3l14,anonymous,EN,"I consent, begin the study.",29.0,Female,Democrat,0.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,0.0,0.0,0.01,0.03,0.01,0.31,0.54,0.99,0.0,0.32,0.51,1.0,0.59,0.93,0.02,0.42,0.58,0.83,0.12,0.44,0.16,0.765,0.4625,0.16,0.755,0.4575,0.76,0.22,0.49,0.705,0.28,0.4925
112,2022-09-20 05:36:42,2022-09-20 05:48:31,IP Address,100,709,True,2022-09-20 05:48:31,R_2cAwYMtq8xfngEe,anonymous,EN,"I consent, begin the study.",46.0,Male,Democrat,2.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.28,0.74,0.95,0.85,0.04,0.61,0.28,0.76,0.06,0.38,0.4,0.83,0.69,1.0,0.19,0.71,0.61,0.83,0.09,0.31,0.325,0.52,0.4225,0.22,0.615,0.4175,0.845,0.4499999999999999,0.6475,0.72,0.2,0.4599999999999999
113,2022-09-20 05:42:53,2022-09-20 05:48:49,IP Address,100,355,True,2022-09-20 05:48:49,R_2EsOlxXE8mUpfEO,anonymous,EN,"I consent, begin the study.",32.0,Female,Democrat,3.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,1.0,0.77,1.0,1.0,0.0,0.2,0.55,1.0,0.0,0.34,0.8,1.0,0.66,0.84,0.19,0.41,0.45,0.74,0.25,0.47,0.1,0.775,0.4375,0.17,0.9,0.535,0.75,0.3,0.525,0.595,0.36,0.4775
114,2022-09-20 05:44:18,2022-09-20 05:50:19,IP Address,100,361,True,2022-09-20 05:50:19,R_1MPXzMJVyDBBiGV,anonymous,EN,"I consent, begin the study.",31.0,Male,Democrat,1.0,Associate degree in college - Academic program,No,Very well,1.0,0.82,0.14,1.0,0.82,1.0,0.6,0.74,0.75,0.96,0.23,0.55,0.0,0.17,0.1,0.28,0.74,1.0,0.36,0.59,0.91,0.6699999999999999,0.7899999999999999,0.855,0.39,0.6225,0.085,0.19,0.1375,0.87,0.475,0.6725
115,2022-09-20 05:41:21,2022-09-20 05:51:07,IP Address,100,586,True,2022-09-20 05:51:07,R_31YHNQHkEGvUCAV,anonymous,EN,"I consent, begin the study.",58.0,Male,Democrat,0.0,"Professional School Degree (For example: MD, DDS, DVM, LLB, JD)",No,Very well,0.0,0.75,0.76,0.23,0.1,0.41,0.55,0.8,0.2,0.55,0.6,0.85,0.6,0.9,0.3,0.6,0.51,0.81,0.25,0.56,0.255,0.675,0.465,0.375,0.725,0.55,0.75,0.4499999999999999,0.6,0.66,0.405,0.5325
116,2022-09-20 05:34:12,2022-09-20 05:51:11,IP Address,100,1018,True,2022-09-20 05:51:11,R_25uArodfgVhzqSO,anonymous,EN,"I consent, begin the study.",56.0,Female,Democrat,2.0,Associate degree in college - Occupational/vocational program,No,Very well,1.0,0.0,0.0,0.75,0.25,0.75,1.0,1.0,0.24,0.5,0.75,1.0,0.75,1.0,0.51,0.75,0.75,1.0,0.25,0.75,0.5,1.0,0.75,0.37,0.875,0.6225,0.875,0.63,0.7525,0.875,0.5,0.6875
117,2022-09-20 05:36:41,2022-09-20 05:51:45,IP Address,100,904,True,2022-09-20 05:51:46,R_1EceFn7CSchMjUC,anonymous,EN,"I consent, begin the study.",30.0,Female,Democrat,0.0,Some college but no degree,No,Very well,0.76,0.59,0.98,0.89,0.21,0.78,0.51,1.0,0.25,0.8,0.51,1.0,0.62,1.0,0.51,0.75,0.39,0.75,0.38,0.8,0.495,0.755,0.625,0.525,0.755,0.64,0.81,0.63,0.72,0.5700000000000001,0.5900000000000001,0.5800000000000001
118,2022-09-20 05:38:52,2022-09-20 05:52:23,IP Address,100,810,True,2022-09-20 05:52:23,R_2QLl2ZxBW5d6CpS,anonymous,EN,"I consent, begin the study.",36.0,Male,Democrat,0.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.04,0.06,0.75,0.83,0.06,0.26,0.2,0.4,0.03,0.28,0.23,0.5,0.59,0.86,0.54,0.72,0.71,0.92,0.61,0.75,0.16,0.3,0.23,0.155,0.365,0.26,0.725,0.63,0.6775,0.815,0.6799999999999999,0.7474999999999999
119,2022-09-20 05:46:19,2022-09-20 05:53:36,IP Address,100,437,True,2022-09-20 05:53:36,R_1mgeylH6rDtlVeW,anonymous,EN,"I consent, begin the study.",21.0,Male,Democrat,4.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.82,0.93,0.88,0.71,0.62,0.74,0.63,0.73,0.71,0.87,0.72,0.87,0.58,0.65,0.6,0.68,0.68,0.76,0.7,0.77,0.6799999999999999,0.6799999999999999,0.6799999999999999,0.79,0.7949999999999999,0.7925,0.615,0.64,0.6275,0.72,0.735,0.7275
120,2022-09-20 05:43:08,2022-09-20 05:53:57,IP Address,100,648,True,2022-09-20 05:53:57,R_2wgdv1eGGol7RFE,anonymous,EN,"I consent, begin the study.",24.0,Male,Democrat,0.0,Some college but no degree,No,Very well,1.0,1.0,0.25,0.81,0.37,0.5,0.7,0.85,0.36,0.51,0.63,0.9,0.79,1.0,0.28,0.53,0.5,0.61,0.35,0.5,0.435,0.7749999999999999,0.605,0.435,0.765,0.6,0.895,0.405,0.65,0.5549999999999999,0.425,0.49
121,2022-09-20 05:45:49,2022-09-20 05:54:45,IP Address,100,536,True,2022-09-20 05:54:45,R_2bIrePnJPObiR69,anonymous,EN,"I consent, begin the study.",32.0,Male,Democrat,1.0,Some college but no degree,Yes,Very well,0.14,0.73,0.37,0.76,0.06,0.27,0.6,0.8,0.6,0.77,0.22,0.38,0.57,0.79,0.26,0.42,0.63,0.77,0.57,0.73,0.165,0.7,0.4325,0.685,0.3,0.4925,0.6799999999999999,0.3399999999999999,0.51,0.7,0.6499999999999999,0.6749999999999999
122,2022-09-20 05:52:11,2022-09-20 05:55:10,IP Address,100,179,True,2022-09-20 05:55:11,R_AcvInoGIgZxDKaB,anonymous,EN,"I consent, begin the study.",26.0,Male,Democrat,0.0,Associate degree in college - Academic program,No,Very well,1.0,1.0,0.25,0.78,0.05,0.39,0.0,1.0,0.0,0.44,0.0,1.0,0.14,0.53,0.2,0.51,0.29,0.57,0.0,1.0,0.22,0.5,0.36,0.22,0.5,0.36,0.335,0.355,0.345,0.4299999999999999,0.5,0.4649999999999999
123,2022-09-20 05:51:04,2022-09-20 05:55:21,IP Address,100,257,True,2022-09-20 05:55:21,R_3nosY8zxbBghkrR,anonymous,EN,"I consent, begin the study.",18.0,Male,Democrat,1.0,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),No,Very well,0.21,0.15,0.19,0.76,0.15,0.39,0.75,0.89,0.1,0.33,0.5,0.75,0.65,0.9,0.25,0.48,0.3,0.59,0.56,0.76,0.27,0.8200000000000001,0.545,0.215,0.625,0.42,0.775,0.365,0.5700000000000001,0.4449999999999999,0.66,0.5525
124,2022-09-20 05:47:35,2022-09-20 05:56:14,IP Address,100,519,True,2022-09-20 05:56:15,R_24GaNiKCLXqMX65,anonymous,EN,"I consent, begin the study.",39.0,Male,Democrat,1.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,0.81,0.21,0.91,0.98,0.14,0.67,0.54,0.84,0.0,0.28,0.12,0.67,0.66,1.0,0.22,0.65,0.66,1.0,0.48,0.85,0.405,0.69,0.5475,0.14,0.395,0.2675,0.8300000000000001,0.435,0.6325000000000001,0.8300000000000001,0.665,0.7475
125,2022-09-20 05:41:38,2022-09-20 05:56:33,IP Address,100,894,True,2022-09-20 05:56:34,R_3hnieq6liUzBqLQ,anonymous,EN,"I consent, begin the study.",44.0,Male,Democrat,4.0,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),No,Very well,0.23,0.76,0.29,0.74,0.03,0.28,0.3,0.68,0.25,0.44,0.43,0.85,0.25,0.76,0.01,0.44,0.33,0.67,0.29,0.47,0.155,0.49,0.3225,0.345,0.64,0.4925,0.505,0.225,0.365,0.5,0.38,0.44
126,2022-09-20 05:20:55,2022-09-20 05:57:14,IP Address,100,2179,True,2022-09-20 05:57:15,R_2TLu4SaaeD0AP3N,anonymous,EN,"I consent, begin the study.",37.0,Male,Democrat,1.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.0,0.0,0.8,0.76,0.04,0.47,0.39,0.97,0.27,0.66,0.64,0.96,0.45,0.98,0.24,0.76,0.45,0.77,0.59,0.93,0.255,0.6799999999999999,0.4674999999999999,0.465,0.8,0.6325000000000001,0.715,0.5,0.6074999999999999,0.61,0.76,0.685
127,2022-09-20 05:52:24,2022-09-20 05:57:26,IP Address,100,301,True,2022-09-20 05:57:26,R_ZsgRvY8HVKqqdah,anonymous,EN,"I consent, begin the study.",39.0,Male,Democrat,0.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.49,0.14,0.9,0.17,0.15,0.39,0.59,0.99,0.36,0.79,0.67,1.0,0.69,1.0,0.1,0.46,0.73,0.9,0.1,0.52,0.27,0.79,0.53,0.575,0.835,0.705,0.845,0.28,0.5625,0.815,0.31,0.5625
128,2022-09-20 05:51:48,2022-09-20 05:57:31,IP Address,100,343,True,2022-09-20 05:57:31,R_OKezALz3a7eyGVr,anonymous,EN,"I consent, begin the study.",31.0,Male,Democrat,5.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,1.0,1.0,1.0,1.0,0.17,1.0,0.2,1.0,0.52,0.52,0.52,0.52,0.09,0.99,0.27,1.0,0.52,0.52,0.52,0.52,0.585,0.6,0.5925,0.52,0.52,0.52,0.54,0.635,0.5875,0.52,0.52,0.52
129,2022-09-20 05:42:37,2022-09-20 05:57:48,IP Address,100,910,True,2022-09-20 05:57:49,R_2usUKIzcz9TLwLN,anonymous,EN,"I consent, begin the study.",75.0,Female,Democrat,2.0,"Doctorate degree (For example: PhD, EdD)",No,Very well,0.95,0.9,0.92,0.9,0.54,0.75,0.74,0.96,0.48,0.75,0.74,0.99,0.77,1.0,0.43,0.74,0.74,0.98,0.53,0.77,0.645,0.85,0.7475,0.615,0.865,0.74,0.885,0.585,0.735,0.86,0.65,0.755
130,2022-09-20 05:51:07,2022-09-20 06:00:08,IP Address,100,541,True,2022-09-20 06:00:12,R_XFazX47T8ZF29oJ,anonymous,EN,"I consent, begin the study.",53.0,Female,Democrat,5.0,Associate degree in college - Occupational/vocational program,No,Very well,1.0,1.0,1.0,1.0,0.51,0.69,0.74,0.94,0.51,0.7,0.73,0.91,0.63,0.85,0.51,0.76,0.65,0.87,0.51,0.75,0.6,0.84,0.72,0.605,0.8200000000000001,0.7125,0.74,0.635,0.6875,0.76,0.63,0.6950000000000001
131,2022-09-20 05:57:38,2022-09-20 06:01:32,IP Address,100,234,True,2022-09-20 06:01:33,R_27C2e96c994R40J,anonymous,EN,"I consent, begin the study.",39.0,Female,Democrat,2.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.06,0.08,0.79,0.17,0.15,0.15,0.91,0.96,0.13,0.17,0.15,0.22,0.75,0.91,0.09,0.14,0.22,0.34,0.77,0.82,0.15,0.935,0.5425,0.15,0.185,0.1675,0.8300000000000001,0.115,0.4725,0.28,0.7949999999999999,0.5375
132,2022-09-20 05:53:50,2022-09-20 06:01:47,IP Address,100,477,True,2022-09-20 06:01:48,R_30kPg7BynydZqr7,anonymous,EN,"I consent, begin the study.",34.0,Male,Democrat,8.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.27,0.33,0.41,0.76,0.41,0.74,0.6,0.77,0.58,0.75,0.53,0.73,0.57,0.72,0.53,0.75,0.43,0.65,0.47,0.59,0.575,0.685,0.63,0.665,0.63,0.6475,0.645,0.64,0.6425000000000001,0.54,0.53,0.535
133,2022-09-20 05:56:32,2022-09-20 06:02:50,IP Address,100,378,True,2022-09-20 06:02:51,R_tXxNF5jRwzASNt7,anonymous,EN,"I consent, begin the study.",32.0,Male,Democrat,2.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.8,0.0,1.0,0.75,0.2,0.5,0.5,0.85,0.0,0.2,0.3,0.65,0.8,1.0,0.7,0.9,0.4,0.69,0.75,1.0,0.35,0.675,0.5125,0.1,0.475,0.2875,0.9,0.8,0.8500000000000001,0.5449999999999999,0.875,0.71
134,2022-09-20 05:49:25,2022-09-20 06:03:16,IP Address,100,830,True,2022-09-20 06:03:18,R_2ts7Hz1n9guClRG,anonymous,EN,"I consent, begin the study.",57.0,Male,Democrat,0.0,Some college but no degree,No,Very well,0.79,0.77,0.86,0.76,0.16,0.32,0.74,0.95,0.15,0.3,0.69,0.96,0.77,0.97,0.14,0.26,0.62,0.85,0.29,0.48,0.24,0.845,0.5425,0.2249999999999999,0.825,0.5249999999999999,0.87,0.2,0.535,0.735,0.385,0.56
135,2022-09-20 05:53:55,2022-09-20 06:03:18,IP Address,100,563,True,2022-09-20 06:03:19,R_3fl4p9CGZ0NAfNL,anonymous,EN,"I consent, begin the study.",29.0,Female,Democrat,2.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,0.09,0.6,0.9,0.7,0.0,0.42,0.69,0.93,0.2,0.77,0.7,0.99,0.67,0.94,0.08,0.47,0.66,0.87,0.38,0.69,0.21,0.81,0.51,0.485,0.845,0.665,0.8049999999999999,0.2749999999999999,0.5399999999999999,0.765,0.5349999999999999,0.6499999999999999
136,2022-09-20 06:00:14,2022-09-20 06:03:36,IP Address,100,202,True,2022-09-20 06:03:37,R_293T2GBvDFRHnil,anonymous,EN,"I consent, begin the study.",25.0,Female,Democrat,3.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,1.0,0.71,0.28,1.0,0.17,0.46,0.64,0.93,0.06,0.25,0.56,0.75,0.6,0.87,0.29,0.44,0.43,0.77,0.33,0.53,0.315,0.785,0.55,0.155,0.655,0.405,0.735,0.365,0.55,0.6,0.43,0.515
137,2022-09-20 05:54:31,2022-09-20 06:04:02,IP Address,100,570,True,2022-09-20 06:04:02,R_3iz0CgyWuD6iCCZ,anonymous,EN,"I consent, begin the study.",30.0,Male,Democrat,2.0,"Bachelor's degree (For example: BA, AB, BS)",Yes,Very well,0.19,0.94,1.0,0.8,0.19,0.55,0.23,0.77,0.65,0.99,0.65,0.99,0.64,0.99,0.56,0.96,0.28,0.81,0.19,0.87,0.37,0.5,0.435,0.8200000000000001,0.8200000000000001,0.8200000000000001,0.815,0.76,0.7875,0.545,0.53,0.5375000000000001
138,2022-09-20 05:59:47,2022-09-20 06:04:05,IP Address,100,258,True,2022-09-20 06:04:06,R_3Eot2MjYLpzGW5S,anonymous,EN,"I consent, begin the study.",42.0,Female,Democrat,0.0,"Bachelor's degree (For example: BA, AB, BS)",Yes,Very well,1.0,1.0,1.0,1.0,0.24,0.51,0.69,0.9,0.48,0.62,0.78,0.96,0.76,1.0,0.25,0.5,0.59,0.71,0.51,0.65,0.375,0.7949999999999999,0.585,0.55,0.87,0.71,0.88,0.375,0.6275,0.6499999999999999,0.5800000000000001,0.615
139,2022-09-20 05:46:54,2022-09-20 06:04:07,IP Address,100,1032,True,2022-09-20 06:04:07,R_3lRqbQZgvXu7qIv,anonymous,EN,"I consent, begin the study.",73.0,Female,Democrat,0.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.25,0.25,1.0,1.0,0.0,0.6,0.4,0.72,0.0,0.31,0.3,1.0,0.5,1.0,0.0,0.7,0.4,0.9,0.25,0.7,0.3,0.56,0.43,0.155,0.65,0.4025,0.75,0.35,0.55,0.65,0.475,0.5625
140,2022-09-20 05:49:20,2022-09-20 06:04:41,IP Address,100,921,True,2022-09-20 06:04:41,R_2UW6LPHnLcE4PJQ,anonymous,EN,"I consent, begin the study.",65.0,Female,Democrat,0.0,Associate degree in college - Occupational/vocational program,No,Very well,0.93,0.91,0.06,0.12,0.09,0.35,0.75,1.0,0.0,0.13,0.59,0.99,0.16,0.53,0.73,1.0,0.0,0.45,0.63,1.0,0.2199999999999999,0.875,0.5475,0.065,0.79,0.4275,0.345,0.865,0.605,0.225,0.815,0.52
141,2022-09-20 06:00:01,2022-09-20 06:04:44,IP Address,100,283,True,2022-09-20 06:04:45,R_cPeNnsnfurFUBLr,anonymous,EN,"I consent, begin the study.",39.0,Female,Democrat,2.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,0.6,0.03,1.0,1.0,0.0,0.26,0.74,1.0,0.0,0.21,0.75,1.0,0.64,0.78,0.0,0.24,0.0,0.24,0.0,0.14,0.13,0.87,0.5,0.105,0.875,0.49,0.71,0.12,0.415,0.12,0.07,0.095
142,2022-09-20 05:55:45,2022-09-20 06:04:59,IP Address,100,553,True,2022-09-20 06:04:59,R_1r93v2M5tBfxrcK,anonymous,EN,"I consent, begin the study.",34.0,Female,Democrat,0.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.0,0.0,0.77,0.99,0.0,0.16,0.47,0.77,0.11,0.29,0.35,0.44,0.62,1.0,0.32,0.4,0.42,0.89,0.3,0.91,0.08,0.62,0.35,0.1999999999999999,0.395,0.2975,0.81,0.36,0.585,0.655,0.605,0.63
143,2022-09-20 05:57:15,2022-09-20 06:05:04,IP Address,100,468,True,2022-09-20 06:05:04,R_12y7cE0TBpsWLwQ,anonymous,EN,"I consent, begin the study.",38.0,Non-binary / third gender,Democrat,0.0,Associate degree in college - Academic program,No,Very well,1.0,1.0,1.0,1.0,0.75,1.0,0.25,0.5,0.51,0.75,0.0,0.24,0.74,1.0,0.49,0.76,0.5,0.76,0.5,0.77,0.875,0.375,0.625,0.63,0.12,0.375,0.87,0.625,0.7475,0.63,0.635,0.6325000000000001
144,2022-09-20 05:54:10,2022-09-20 06:05:11,IP Address,100,661,True,2022-09-20 06:05:12,R_2S1Q3fkmzP0AQNE,anonymous,EN,"I consent, begin the study.",38.0,Female,Democrat,3.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,1.0,0.0,0.0,0.23,0.26,0.8,0.08,0.54,0.53,0.83,0.22,0.42,0.53,0.86,0.34,0.7,0.24,0.78,0.1,0.51,0.53,0.31,0.42,0.6799999999999999,0.32,0.5,0.6950000000000001,0.52,0.6075,0.51,0.305,0.4075
145,2022-09-20 06:00:57,2022-09-20 06:05:42,IP Address,100,284,True,2022-09-20 06:05:42,R_3Eh7CAm6lQGfcF0,anonymous,EN,"I consent, begin the study.",24.0,Female,Democrat,3.0,"Bachelor's degree (For example: BA, AB, BS)",Yes,Very well,0.0,0.0,0.84,0.23,0.0,0.35,0.5,0.79,0.0,0.1,0.81,0.97,0.77,0.93,0.03,0.1,0.25,0.5,0.6,0.77,0.175,0.645,0.41,0.05,0.89,0.47,0.8500000000000001,0.065,0.4575,0.375,0.685,0.53
146,2022-09-20 06:00:40,2022-09-20 06:06:28,IP Address,100,347,True,2022-09-20 06:06:29,R_2dpg4YvZGLvIyFq,anonymous,EN,"I consent, begin the study.",35.0,Female,Democrat,2.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,0.0,0.77,0.91,0.88,0.0,0.55,0.08,1.0,0.0,0.85,0.12,1.0,0.51,1.0,0.24,1.0,0.59,1.0,0.11,0.89,0.275,0.54,0.4075,0.425,0.56,0.4925,0.755,0.62,0.6875,0.7949999999999999,0.5,0.6475
